evp_s0,evp_R,evp_d,evp_n,evp_eta,x_end,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25
1,1,1,1,100.0,0.008764940239043827,0.0,0.0,0.0,0.0,1.0157,1.0174,1.0182,1.0182,1.019,1.0198,1.0198,1.0206,1.0206,1.0213,1.0213,1.0221,1.0221,1.0229,1.0229,1.0237,1.0237,1.0237,1.0237,1.0237,1.0237
1,1,1,1,1000.0,0.20000000000000195,1.1524,1.154,1.1563,1.1579,1.1603,1.208,1.2177,1.2266,1.2361,1.2455,1.2541,1.2634,1.2718,1.2808,1.2891,1.298,1.3061,1.3148,1.3227,1.3313,1.3313,1.3313,1.3313,1.3313,1.3313
1,1,1,1,10000.0,0.20000000000000195,2.5024,2.504,2.5063,2.5079,2.5103,2.558,2.5677,2.5766,2.5861,2.5955,2.6041,2.6133,2.6218,2.6308,2.6391,2.648,2.6561,2.6648,2.6727,2.6813,2.6813,2.6813,2.6813,2.6813,2.6813
1,1,1,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,5.3394,5.3394,5.3394,5.3394,5.3394,5.3394,5.3394,5.3394,5.3394,5.4774,5.4774,5.4774,5.4774,5.4774,5.4774,5.4774,5.4774,5.4774,5.4774,5.4774
1,1,1,5,100.0,0.20000000000000195,21.217,21.219,21.222,21.223,21.226,21.273,21.283,21.292,21.301,21.311,21.32,21.329,21.337,21.346,21.355,21.363,21.371,21.38,21.388,21.397,21.397,21.397,21.397,21.397,21.397
1,1,1,5,1000.0,0.20000000000000195,200.5,203.04,203.15,203.15,203.15,203.2,203.21,203.22,203.23,203.24,203.24,203.25,203.26,203.27,203.28,203.29,203.3,203.3,203.31,203.32,203.32,203.32,203.32,203.32,203.32
1,1,1,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.5,2022.6,2022.6,2022.6,2022.6,2022.6,2022.6,2022.6,2022.6,2022.6
1,1,1,10,100.0,0.20000000000000195,50.786,50.789,50.792,50.793,50.796,50.843,50.853,50.862,50.871,50.881,50.89,50.899,50.907,50.916,50.925,50.933,50.942,50.95,50.958,50.967,50.967,50.967,50.967,50.967,50.967
1,1,1,10,1000.0,0.20000000000000195,446.16,495.52,498.53,498.57,498.57,498.62,498.63,498.64,498.65,498.66,498.67,498.68,498.68,498.69,498.7,498.71,498.72,498.73,498.74,498.74,498.74,498.74,498.74,498.74,498.74
1,1,1,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.7,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8,4976.8
1,1,10,1,10.0,0.20000000000000195,1.0251,1.0405,1.0632,1.0781,1.0999,1.4513,1.5055,1.5507,1.5951,1.6351,1.6685,1.7012,1.7286,1.7555,1.7779,1.7999,1.8183,1.8363,1.8514,1.8662,1.8662,1.8662,1.8662,1.8662,1.8662
1,1,10,1,100.0,0.20000000000000195,1.0386,1.054,1.0767,1.0915,1.1134,1.4648,1.519,1.5642,1.6086,1.6486,1.682,1.7147,1.7421,1.769,1.7914,1.8134,1.8318,1.8498,1.8649,1.8797,1.8797,1.8797,1.8797,1.8797,1.8797
1,1,10,1,1000.0,0.20000000000000195,1.1736,1.189,1.2117,1.2265,1.2484,1.5998,1.654,1.6992,1.7436,1.7836,1.817,1.8497,1.8771,1.904,1.9264,1.9484,1.9668,1.9848,1.9999,2.0147,2.0147,2.0147,2.0147,2.0147,2.0147
1,1,10,1,10000.0,0.20000000000000195,2.5234,2.5389,2.5616,2.5764,2.5982,2.9498,3.0039,3.0491,3.0935,3.1335,3.1669,3.1997,3.2271,3.2539,3.2764,3.2984,3.3168,3.3348,3.3499,3.3646,3.3646,3.3646,3.3646,3.3646,3.3646
1,1,10,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,5.3463,5.3463,5.3463,5.3463,5.3463,5.3463,5.3463,5.3463,5.3463,5.4914,5.4914,5.4914,5.4914,5.4914,5.4914,5.4914,5.4914,5.4914,5.4914,5.4914
1,1,10,5,100.0,0.20000000000000195,21.238,21.253,21.276,21.291,21.313,21.665,21.719,21.764,21.809,21.849,21.882,21.915,21.942,21.969,21.992,22.014,22.032,22.05,22.065,22.08,22.08,22.08,22.08,22.08,22.08
1,1,10,5,1000.0,0.20000000000000195,200.51,203.07,203.19,203.21,203.23,203.58,203.64,203.69,203.73,203.77,203.8,203.84,203.87,203.89,203.91,203.94,203.96,203.97,203.99,204.0,204.0,204.0,204.0,204.0,204.0
1,1,10,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2022.8,2022.9,2022.9,2023.0,2023.0,2023.0,2023.1,2023.1,2023.1,2023.2,2023.2,2023.2,2023.2,2023.2,2023.3,2023.3,2023.3,2023.3,2023.3,2023.3
1,1,10,10,100.0,0.20000000000000195,50.805,50.822,50.845,50.86,50.882,51.234,51.288,51.334,51.378,51.418,51.452,51.485,51.512,51.539,51.561,51.584,51.602,51.62,51.635,51.65,51.65,51.65,51.65,51.65,51.65
1,1,10,10,1000.0,0.20000000000000195,446.16,495.53,498.57,498.62,498.64,499.0,499.06,499.1,499.15,499.19,499.22,499.26,499.29,499.31,499.34,499.36,499.38,499.4,499.41,499.43,499.43,499.43,499.43,499.43,499.43
1,1,10,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4976.9,4977.0,4977.1,4977.1,4977.2,4977.2,4977.3,4977.3,4977.3,4977.4,4977.4,4977.4,4977.4,4977.5,4977.5,4977.5,4977.5,4977.5,4977.5,4977.5
1,1,100,1,10.0,0.07410358565737045,1.0776,1.1483,1.2137,1.274,1.3297,1.894,1.9293,1.949,1.9663,1.9759,1.9843,1.99,1.9931,1.9959,1.9977,1.9987,1.9997,2.0003,2.0006,2.0009,2.0009,2.0009,2.0009,2.0009,2.0009
1,1,100,1,100.0,0.15378486055776963,1.1618,1.2875,1.3946,1.486,1.5639,2.0052,2.0106,2.0128,2.014,2.0146,2.0148,2.0149,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015,2.015
1,1,100,1,1000.0,0.20000000000000195,1.3621,1.4781,1.6209,1.6988,1.7947,2.1475,2.1491,2.1497,2.1499,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15,2.15
1,1,100,1,10000.0,0.20000000000000195,2.711,2.8272,2.9702,3.0483,3.1443,3.4975,3.4991,3.4997,3.4999,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
1,1,100,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,5.4126,5.4126,5.4126,5.4126,5.4126,5.4126,5.4126,5.4126,5.4126,5.6206,5.6206,5.6206,5.6206,5.6206,5.6206,5.6206,5.6206,5.6206,5.6206,5.6206
1,1,100,5,100.0,0.20000000000000195,21.418,21.536,21.68,21.759,21.856,22.213,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215,22.215
1,1,100,5,1000.0,0.20000000000000195,200.62,203.29,203.55,203.63,203.74,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14,204.14
1,1,100,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4,2023.4
1,1,100,10,100.0,0.20000000000000195,50.975,51.096,51.243,51.323,51.421,51.783,51.785,51.785,51.785,51.786,51.786,51.786,51.786,51.786,51.786,51.786,51.786,51.786,51.786,51.786,51.786,51.786,51.786,51.786,51.786
1,1,100,10,1000.0,0.20000000000000195,446.18,495.64,498.84,498.98,499.1,499.56,499.56,499.56,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57,499.57
1,1,100,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4977.6,4977.6,4977.6,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7,4977.7
1,500,0.1,1,10.0,0.0023904382470119525,0.0,0.0,0.0,0.0,0.0,1.0411,1.0411,1.0411,1.0411,1.0411,1.0809,1.0809,1.0809,1.0809,1.0809,1.0809,1.1207,1.1207,1.1207,1.1207,1.1207,1.1207,1.1207,1.1207,1.1207
1,500,0.1,1,100.0,0.13067729083665347,1.0944,1.1342,1.2139,1.2935,1.3333,2.9627,3.28,3.6367,3.9536,4.2703,4.5867,4.903,5.2586,5.5744,5.8901,6.2055,6.5208,6.8752,7.19,7.5046,7.5046,7.5046,7.5046,7.5046,7.5046
1,500,0.1,1,1000.0,0.20000000000000195,1.2692,1.3488,1.4682,1.5478,1.6672,4.1281,4.6426,5.117,5.6304,6.1433,6.6163,7.1282,7.6002,8.1111,8.5822,9.092,9.5622,10.071,10.54,11.048,11.048,11.048,11.048,11.048,11.048
1,500,0.1,1,10000.0,0.20000000000000195,2.6185,2.6982,2.8176,2.8972,3.0166,5.4775,5.992,6.4664,6.9798,7.4927,7.9657,8.4776,8.9496,9.4605,9.9316,10.441,10.912,11.42,11.89,12.397,12.397,12.397,12.397,12.397,12.397
1,500,0.1,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,5.377,5.377,5.377,5.377,5.377,5.377,5.377,5.377,5.377,5.5541,5.5541,5.5541,5.5541,5.5541,5.5541,5.5541,5.5541,5.5541,5.5541,5.5541
1,500,0.1,5,100.0,0.20000000000000195,21.329,21.409,21.528,21.608,21.727,24.188,24.702,25.177,25.69,26.203,26.676,27.188,27.66,28.171,28.642,29.152,29.622,30.131,30.6,31.108,31.108,31.108,31.108,31.108,31.108
1,500,0.1,5,1000.0,0.20000000000000195,200.56,203.18,203.4,203.48,203.6,206.06,206.58,207.05,207.56,208.08,208.55,209.06,209.53,210.05,210.52,211.03,211.5,212.01,212.48,212.98,212.98,212.98,212.98,212.98,212.98
1,500,0.1,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2024.8,2025.3,2025.8,2026.3,2026.8,2027.3,2027.8,2028.3,2028.8,2029.3,2029.8,2030.3,2030.8,2031.2,2031.7,2031.7,2031.7,2031.7,2031.7,2031.7
1,500,0.1,10,100.0,0.20000000000000195,50.89,50.972,51.091,51.171,51.29,53.751,54.265,54.74,55.253,55.766,56.239,56.751,57.223,57.734,58.205,58.715,59.185,59.694,60.163,60.671,60.671,60.671,60.671,60.671,60.671
1,500,0.1,10,1000.0,0.20000000000000195,446.17,495.58,498.72,498.83,498.95,501.41,501.93,502.4,502.92,503.43,503.9,504.42,504.89,505.4,505.87,506.38,506.85,507.36,507.83,508.34,508.34,508.34,508.34,508.34,508.34
1,500,0.1,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4978.3,4978.9,4979.3,4979.8,4980.4,4980.8,4981.3,4981.8,4982.3,4982.8,4983.3,4983.8,4984.3,4984.8,4985.3,4985.3,4985.3,4985.3,4985.3,4985.3
1,500,1,1,10.0,0.20000000000000195,2.1901,2.9825,4.1688,4.9581,6.1396,29.94,34.783,39.21,43.959,48.659,52.954,57.562,61.773,66.29,70.418,74.846,78.894,83.235,87.203,91.459,91.459,91.459,91.459,91.459,91.459
1,500,1,1,100.0,0.20000000000000195,2.2035,2.996,4.1822,4.9715,6.1531,29.953,34.797,39.224,43.972,48.672,52.968,57.575,61.786,66.303,70.432,74.86,78.907,83.248,87.216,91.472,91.472,91.472,91.472,91.472,91.472
1,500,1,1,1000.0,0.20000000000000195,2.3379,3.1303,4.3166,5.1059,6.2875,30.088,34.931,39.358,44.107,48.807,53.102,57.71,61.921,66.438,70.566,74.994,79.042,83.383,87.351,91.607,91.607,91.607,91.607,91.607,91.607
1,500,1,1,10000.0,0.20000000000000195,3.6815,4.474,5.6603,6.4496,7.6311,31.432,36.275,40.702,45.451,50.151,54.446,59.054,63.265,67.782,71.91,76.339,80.386,84.727,88.695,92.951,92.951,92.951,92.951,92.951,92.951
1,500,1,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,5.722,5.722,5.722,5.722,5.722,5.722,5.722,5.722,5.722,6.2558,6.2558,6.2558,6.2558,6.2558,6.2558,6.2558,6.2558,6.2558,6.2558,6.2558
1,500,1,5,100.0,0.20000000000000195,22.347,23.139,24.326,25.115,26.297,50.1,54.944,59.371,64.12,68.821,73.117,77.725,81.936,86.454,90.583,95.011,99.059,103.4,107.37,111.63,111.63,111.63,111.63,111.63,111.63
1,500,1,5,1000.0,0.20000000000000195,201.13,204.45,205.74,206.53,207.71,231.54,236.39,240.82,245.57,250.28,254.58,259.19,263.41,267.93,272.06,276.5,280.55,284.9,288.87,293.13,293.13,293.13,293.13,293.13,293.13
1,500,1,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.1,1823.5,2045.9,2050.8,2055.3,2060.1,2064.8,2069.2,2073.9,2078.1,2082.7,2086.9,2091.3,2095.4,2099.8,2103.8,2108.1,2108.1,2108.1,2108.1,2108.1,2108.1
1,500,1,10,100.0,0.20000000000000195,51.843,52.638,53.824,54.614,55.796,79.602,84.447,88.875,93.625,98.326,102.62,107.23,111.44,115.96,120.09,124.52,128.57,132.91,136.88,141.14,141.14,141.14,141.14,141.14,141.14
1,500,1,10,1000.0,0.20000000000000195,446.24,496.22,500.41,501.23,502.42,526.28,531.14,535.58,540.34,545.05,549.36,553.98,558.2,562.73,566.87,571.31,575.36,579.72,583.69,587.96,587.96,587.96,587.96,587.96,587.96
1,500,1,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4993.2,4998.2,5002.8,5007.6,5012.5,5016.9,5021.6,5025.9,5030.5,5034.8,5039.3,5043.5,5047.9,5052.0,5056.4,5056.4,5056.4,5056.4,5056.4,5056.4
1,500,10,1,10.0,0.20000000000000195,12.522,20.073,31.185,38.454,49.151,223.02,250.05,272.69,294.94,315.04,331.86,348.38,362.21,375.79,387.14,398.29,407.62,416.77,424.42,431.93,431.93,431.93,431.93,431.93,431.93
1,500,10,1,100.0,0.20000000000000195,12.535,20.086,31.198,38.467,49.164,223.03,250.06,272.7,294.95,315.05,331.87,348.4,362.22,375.8,387.16,398.31,407.63,416.78,424.44,431.95,431.95,431.95,431.95,431.95,431.95
1,500,10,1,1000.0,0.20000000000000195,12.664,20.215,31.328,38.596,49.293,223.16,250.19,272.83,295.08,315.18,332.01,348.53,362.36,375.93,387.29,398.44,407.77,416.92,424.57,432.08,432.08,432.08,432.08,432.08,432.08
1,500,10,1,10000.0,0.20000000000000195,13.953,21.505,32.619,39.889,50.587,224.48,251.51,274.15,296.41,316.51,333.33,349.86,363.69,377.27,388.63,399.78,409.1,418.26,425.91,433.42,433.42,433.42,433.42,433.42,433.42
1,500,10,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,9.0803,9.0803,9.0803,9.0803,9.0803,9.0803,9.0803,9.0803,9.0803,13.062,13.062,13.062,13.062,13.062,13.062,13.062,13.062,13.062,13.062,13.062
1,500,10,5,100.0,0.20000000000000195,32.188,39.747,50.872,58.148,68.857,242.91,269.98,292.64,314.92,335.04,351.88,368.42,382.27,395.86,407.23,418.39,427.72,436.89,444.55,452.07,452.07,452.07,452.07,452.07,452.07
1,500,10,5,1000.0,0.20000000000000195,206.62,216.69,228.02,235.37,246.18,421.99,449.32,472.22,494.72,515.05,532.06,548.77,562.76,576.49,587.97,599.25,608.68,617.94,625.68,633.28,633.28,633.28,633.28,633.28,633.28
1,500,10,5,10000.0,0.20000000000000195,504.2,837.74,1307.9,1566.6,1826.6,2211.0,2241.3,2266.6,2291.5,2314.0,2332.8,2351.3,2366.8,2382.0,2394.7,2407.2,2417.7,2427.9,2436.5,2444.9,2444.9,2444.9,2444.9,2444.9,2444.9
1,500,10,10,100.0,0.20000000000000195,61.064,68.635,79.776,87.062,97.786,272.09,299.19,321.89,344.19,364.34,381.21,397.77,411.64,425.25,436.63,447.81,457.16,466.34,474.01,481.54,481.54,481.54,481.54,481.54,481.54
1,500,10,10,1000.0,0.20000000000000195,446.92,502.36,516.65,524.14,535.1,713.37,741.1,764.32,787.14,807.76,825.02,841.97,856.15,870.08,881.73,893.17,902.74,912.13,919.98,927.69,927.69,927.69,927.69,927.69,927.69
1,500,10,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,5117.7,5152.5,5181.6,5210.3,5236.2,5257.9,5279.2,5297.1,5314.6,5329.3,5343.7,5355.7,5367.6,5377.5,5387.2,5387.2,5387.2,5387.2,5387.2,5387.2
1,500,100,1,10.0,0.14023904382470154,61.954,116.78,141.95,188.07,228.95,491.75,496.48,498.61,499.83,500.43,500.72,500.87,500.93,500.97,500.98,500.99,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0
1,500,100,1,100.0,0.20000000000000195,90.139,141.96,209.15,247.57,296.75,499.41,500.44,500.8,500.94,500.99,501.0,501.01,501.01,501.01,501.01,501.01,501.01,501.01,501.01,501.02,501.02,501.02,501.02,501.02,501.02
1,500,100,1,1000.0,0.20000000000000195,90.233,142.05,209.25,247.68,296.87,499.54,500.58,500.93,501.07,501.12,501.14,501.15,501.15,501.15,501.15,501.15,501.15,501.15,501.15,501.15,501.15,501.15,501.15,501.15,501.15
1,500,100,1,10000.0,0.20000000000000195,91.174,143.04,210.29,248.75,297.98,500.89,501.93,502.28,502.42,502.47,502.49,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5,502.5
1,500,100,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,35.663,35.663,35.663,35.663,35.663,35.663,35.663,35.663,35.663,65.574,65.574,65.574,65.574,65.574,65.574,65.574,65.574,65.574,65.574,65.574
1,500,100,5,100.0,0.20000000000000195,106.43,158.66,226.42,265.18,314.81,519.59,520.64,520.99,521.14,521.19,521.2,521.21,521.21,521.21,521.22,521.22,521.22,521.22,521.22,521.22,521.22,521.22,521.22,521.22,521.22
1,500,100,5,1000.0,0.20000000000000195,249.86,307.65,380.71,422.63,476.5,701.34,702.5,702.89,703.05,703.11,703.13,703.14,703.14,703.14,703.14,703.14,703.14,703.14,703.14,703.14,703.14,703.14,703.14,703.14,703.14
1,500,100,5,10000.0,0.20000000000000195,504.2,837.75,1308.6,1571.2,1853.0,2517.2,2520.6,2521.7,2522.2,2522.3,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4,2522.4
1,500,100,10,100.0,0.20000000000000195,130.96,183.73,252.23,291.43,341.65,549.13,550.2,550.56,550.71,550.76,550.77,550.78,550.78,550.79,550.79,550.79,550.79,550.79,550.79,550.79,550.79,550.79,550.79,550.79,550.79
1,500,100,10,1000.0,0.20000000000000195,452.72,550.49,633.54,680.28,740.6,996.48,997.82,998.28,998.46,998.53,998.55,998.56,998.56,998.56,998.57,998.57,998.57,998.57,998.57,998.57,998.57,998.57,998.57,998.57,998.57
1,500,100,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,5454.4,5468.7,5473.6,5475.6,5476.3,5476.5,5476.6,5476.6,5476.6,5476.7,5476.7,5476.7,5476.7,5476.7,5476.7,5476.7,5476.7,5476.7,5476.7,5476.7
1,1000,0.1,1,10.0,0.20000000000000195,1.2399,1.3992,1.638,1.7971,2.0359,6.9565,7.9852,8.9338,9.9604,10.986,11.932,12.955,13.899,14.921,15.863,16.882,17.822,18.84,19.778,20.793,20.793,20.793,20.793,20.793,20.793
1,1000,0.1,1,100.0,0.20000000000000195,1.2534,1.4127,1.6515,1.8106,2.0493,6.97,7.9987,8.9473,9.9739,10.999,11.945,12.969,13.913,14.934,15.876,16.895,17.836,18.853,19.791,20.807,20.807,20.807,20.807,20.807,20.807
1,1000,0.1,1,1000.0,0.20000000000000195,1.3883,1.5475,1.7863,1.9455,2.1842,7.1049,8.1335,9.0821,10.109,11.134,12.08,13.104,14.047,15.069,16.011,17.03,17.97,18.988,19.926,20.942,20.942,20.942,20.942,20.942,20.942
1,1000,0.1,1,10000.0,0.20000000000000195,2.737,2.8962,3.1351,3.2942,3.5329,8.4536,9.4823,10.431,11.457,12.483,13.429,14.452,15.396,16.418,17.36,18.379,19.319,20.337,21.275,22.29,22.29,22.29,22.29,22.29,22.29
1,1000,0.1,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,5.4155,5.4155,5.4155,5.4155,5.4155,5.4155,5.4155,5.4155,5.4155,5.6322,5.6322,5.6322,5.6322,5.6322,5.6322,5.6322,5.6322,5.6322,5.6322,5.6322
1,1000,0.1,5,100.0,0.20000000000000195,21.442,21.602,21.84,22.0,22.238,27.159,28.188,29.136,30.163,31.189,32.134,33.158,34.102,35.123,36.065,37.085,38.025,39.042,39.98,40.996,40.996,40.996,40.996,40.996,40.996
1,1000,0.1,5,1000.0,0.20000000000000195,200.63,203.32,203.66,203.82,204.06,208.98,210.01,210.96,211.99,213.01,213.96,214.98,215.93,216.95,217.89,218.91,219.85,220.87,221.8,222.82,222.82,222.82,222.82,222.82,222.82
1,1000,0.1,5,10000.0,0.20000000000000195,504.2,837.74,1307.8,1566.0,1823.2,2027.2,2028.3,2029.2,2030.2,2031.3,2032.2,2033.2,2034.2,2035.2,2036.1,2037.2,2038.1,2039.1,2040.1,2041.1,2041.1,2041.1,2041.1,2041.1,2041.1
1,1000,0.1,10,100.0,0.20000000000000195,50.996,51.157,51.396,51.555,51.794,56.715,57.744,58.692,59.719,60.744,61.69,62.714,63.658,64.679,65.621,66.641,67.581,68.598,69.536,70.552,70.552,70.552,70.552,70.552,70.552
1,1000,0.1,10,1000.0,0.20000000000000195,446.18,495.66,498.91,499.1,499.34,504.26,505.29,506.24,507.27,508.29,509.24,510.26,511.21,512.23,513.17,514.19,515.13,516.15,517.09,518.1,518.1,518.1,518.1,518.1,518.1
1,1000,0.1,10,10000.0,0.20000000000000195,504.38,840.64,1345.0,1681.3,2185.6,4980.0,4981.1,4982.0,4983.0,4984.1,4985.0,4986.0,4987.0,4988.0,4989.0,4990.0,4990.9,4991.9,4992.9,4993.9,4993.9,4993.9,4993.9,4993.9,4993.9
1,1000,1,1,10.0,0.20000000000000195,3.3731,4.9542,7.3212,8.8961,11.254,58.749,68.417,77.253,86.731,96.112,104.69,113.89,122.29,131.31,139.55,148.39,156.48,165.14,173.07,181.57,181.57,181.57,181.57,181.57,181.57
1,1000,1,1,100.0,0.20000000000000195,3.3865,4.9676,7.3346,8.9095,11.267,58.763,68.43,77.266,86.744,96.126,104.7,113.9,122.31,131.32,139.57,148.41,156.49,165.16,173.08,181.58,181.58,181.58,181.58,181.58,181.58
1,1000,1,1,1000.0,0.20000000000000195,3.5202,5.1014,7.4684,9.0432,11.401,58.897,68.564,77.4,86.878,96.26,104.83,114.03,122.44,131.46,139.7,148.54,156.62,165.29,173.21,181.71,181.71,181.71,181.71,181.71,181.71
1,1000,1,1,10000.0,0.20000000000000195,4.8576,6.4387,8.8057,10.381,12.738,60.235,69.902,78.738,88.217,97.598,106.17,115.37,123.78,132.8,141.04,149.88,157.96,166.63,174.55,183.05,183.05,183.05,183.05,183.05,183.05
1,1000,1,5,10.0,0.0015936254980079682,0.0,0.0,0.0,0.0,0.0,6.1035,6.1035,6.1035,6.1035,6.1035,6.1035,6.1035,6.1035,6.1035,7.0321,7.0321,7.0321,7.0321,7.0321,7.0321,7.0321,7.0321,7.0321,7.0321,7.0321
